Area of residence,Area of workplace,potential_demand
E02001052,E02001063,0
E02001052,E02001064,0
E02001052,E02001066,0
E02001052,E02001068,0
E02001052,E02001070,0
E02001052,E02001071,0
E02001052,E02001072,1
E02001052,E02001073,0
E02001052,E02001082,2
E02001052,E02001083,0
E02001052,E02001089,0
E02001052,E02001259,0
E02001052,E02001262,0
E02001052,E02006902,102
E02001052,E02006912,70
E02001052,E02006913,66
E02001052,E02006914,12
E02001052,E02006915,70
E02001052,E02006917,24
E02001053,E02001046,8
E02001053,E02001047,8
E02001053,E02001049,6
E02001053,E02001050,34
E02001053,E02001051,12
E02001053,E02001052,15
E02001053,E02001053,24
E02001053,E02001055,32
E02001053,E02001057,8
E02001053,E02001059,33
E02001053,E02001061,2
E02001053,E02001062,18
E02001053,E02001063,8
E02001053,E02001064,2
E02001053,E02001066,4
E02001053,E02001070,0
E02001053,E02001089,0
E02001053,E02001259,3
E02001053,E02006902,78
E02001053,E02006912,47
E02001053,E02006913,30
E02001053,E02006914,14
E02001053,E02006915,14
E02001053,E02006917,18
E02001055,E02001049,7
E02001055,E02001050,29
E02001055,E02001051,8
E02001055,E02001052,8
E02001055,E02001053,14
E02001055,E02001055,102
E02001055,E02001056,17
E02001055,E02001057,14
E02001055,E02001059,42
E02001055,E02001061,11
E02001055,E02001062,30
E02001055,E02001063,1
E02001055,E02001064,14
E02001055,E02001066,2
E02001055,E02001070,1
E02001055,E02001259,1
E02001055,E02006902,91
E02001055,E02006912,48
E02001055,E02006913,13
E02001055,E02006914,0
E02001055,E02006915,10
E02001055,E02006917,2
E02001056,E02001049,3
E02001056,E02001050,7
E02001056,E02001052,0
E02001056,E02001053,4
E02001056,E02001055,35
E02001056,E02001056,22
E02001056,E02001057,12
E02001056,E02001059,57
E02001056,E02001061,23
E02001056,E02001062,34
E02001056,E02001063,0
E02001056,E02001064,9
E02001056,E02001066,16
E02001056,E02001070,0
E02001056,E02001083,0
E02001056,E02001259,1
E02001056,E02006902,57
E02001056,E02006912,35
E02001056,E02006913,0
E02001056,E02006914,0
E02001056,E02006915,1
E02001056,E02006917,0
E02001057,E02001050,14
E02001057,E02001052,6
E02001057,E02001055,17
E02001057,E02001056,2
E02001057,E02001057,33
E02001057,E02001059,34
E02001057,E02001061,10
E02001057,E02001062,35
E02001057,E02001063,7
E02001057,E02001064,8
E02001057,E02001066,29
E02001057,E02001070,8
E02001057,E02001077,0
E02001057,E02001082,0
E02001057,E02001083,1
E02001057,E02001089,1
E02001057,E02001259,6
E02001057,E02001262,3
E02001057,E02006902,84
E02001057,E02006912,50
E02001057,E02006913,13
E02001057,E02006914,12
E02001057,E02006915,7
E02001057,E02006917,24
E02001059,E02001046,3
E02001059,E02001050,10
E02001059,E02001051,5
E02001059,E02001052,6
E02001059,E02001055,24
E02001059,E02001056,9
E02001059,E02001057,13
E02001059,E02001059,83
E02001059,E02001061,28
E02001059,E02001062,44
E02001059,E02001063,17
E02001059,E02001064,22
E02001059,E02001065,9
E02001059,E02001066,23
E02001059,E02001067,4
E02001059,E02001070,8
E02001059,E02001076,5
E02001059,E02001083,1
E02001059,E02001089,0
E02001059,E02001259,0
E02001059,E02001262,0
E02001059,E02006902,83
E02001059,E02006912,72
E02001059,E02006913,18
E02001059,E02006914,15
E02001059,E02006915,10
E02001059,E02006917,32
E02001061,E02001050,0
E02001061,E02001055,10
E02001061,E02001056,6
E02001061,E02001057,13
E02001061,E02001059,72
E02001061,E02001061,48
E02001061,E02001062,42
E02001061,E02001063,1
E02001061,E02001064,22
E02001061,E02001065,9
E02001061,E02001066,36
E02001061,E02001067,6
E02001061,E02001070,5
E02001061,E02001071,6
E02001061,E02001073,0
E02001061,E02001075,7
E02001061,E02001082,0
E02001061,E02001083,0
E02001061,E02001085,0
E02001061,E02001189,7
E02001061,E02001242,4
E02001061,E02001247,7
E02001061,E02001259,0
E02001061,E02001262,0
E02001061,E02006902,4
E02001061,E02006912,42
E02001061,E02006913,1
E02001061,E02006914,1
E02001061,E02006915,1
E02001061,E02006917,0
E02001062,E02001057,6
E02001062,E02001059,13
E02001062,E02001061,8
E02001062,E02001062,45
E02001062,E02001063,14
E02001062,E02001064,26
E02001062,E02001066,27
E02001062,E02001069,6
E02001062,E02001070,12
E02001062,E02001071,5
E02001062,E02001073,4
E02001062,E02001076,5
E02001062,E02001080,2
E02001062,E02001083,0
E02001062,E02001086,0
E02001062,E02001089,1
E02001062,E02001188,0
E02001062,E02001259,6
E02001062,E02001262,2
E02001062,E02006902,49
E02001062,E02006912,41
E02001062,E02006913,6
E02001062,E02006914,6
E02001062,E02006915,5
E02001062,E02006917,14
E02001063,E02001050,0
E02001063,E02001055,1
E02001063,E02001057,8
E02001063,E02001059,11
E02001063,E02001061,0
E02001063,E02001062,55
E02001063,E02001063,32
E02001063,E02001064,5
E02001063,E02001066,18
E02001063,E02001068,5
E02001063,E02001069,7
E02001063,E02001070,7
E02001063,E02001073,6
E02001063,E02001074,5
E02001063,E02001076,4
E02001063,E02001082,6
E02001063,E02001083,6
E02001063,E02001087,0
E02001063,E02001089,0
E02001063,E02001259,10
E02001063,E02001262,8
E02001063,E02006902,74
E02001063,E02006912,56
E02001063,E02006914,23
E02001063,E02006915,4
E02001063,E02006916,NA
E02001063,E02006917,29
E02001064,E02001052,0
E02001064,E02001055,8
E02001064,E02001057,13
E02001064,E02001059,23
E02001064,E02001061,8
E02001064,E02001062,50
E02001064,E02001063,12
E02001064,E02001064,51
E02001064,E02001065,3
E02001064,E02001066,46
E02001064,E02001067,8
E02001064,E02001068,6
E02001064,E02001069,6
E02001064,E02001070,14
E02001064,E02001071,11
E02001064,E02001073,0
E02001064,E02001075,16
E02001064,E02001076,8
E02001064,E02001078,4
E02001064,E02001082,10
E02001064,E02001085,5
E02001064,E02001089,0
E02001064,E02001189,5
E02001064,E02001259,12
E02001064,E02006902,52
E02001064,E02006912,41
E02001064,E02006913,2
E02001064,E02006914,12
E02001064,E02006915,0
E02001064,E02006917,16
E02001065,E02001050,0
E02001065,E02001052,0
E02001065,E02001055,13
E02001065,E02001056,5
E02001065,E02001057,9
E02001065,E02001059,32
E02001065,E02001061,39
E02001065,E02001062,58
E02001065,E02001063,2
E02001065,E02001064,47
E02001065,E02001065,18
E02001065,E02001066,35
E02001065,E02001067,12
E02001065,E02001069,5
E02001065,E02001070,16
E02001065,E02001071,8
E02001065,E02001073,0
E02001065,E02001074,0
E02001065,E02001075,11
E02001065,E02001078,5
E02001065,E02001082,0
E02001065,E02001083,0
E02001065,E02001086,0
E02001065,E02001089,2
E02001065,E02001188,11
E02001065,E02001189,11
E02001065,E02001247,7
E02001065,E02001259,2
E02001065,E02006902,2
E02001065,E02006912,5
E02001065,E02006913,0
E02001065,E02006914,1
E02001065,E02006915,0
E02001065,E02006917,1
E02001066,E02001050,0
E02001066,E02001057,5
E02001066,E02001059,10
E02001066,E02001061,6
E02001066,E02001062,69
E02001066,E02001063,30
E02001066,E02001064,25
E02001066,E02001066,36
E02001066,E02001068,4
E02001066,E02001069,7
E02001066,E02001070,20
E02001066,E02001071,5
E02001066,E02001073,7
E02001066,E02001075,17
E02001066,E02001076,8
E02001066,E02001078,6
E02001066,E02001080,7
E02001066,E02001082,8
E02001066,E02001083,6
E02001066,E02001085,4
E02001066,E02001087,2
E02001066,E02001089,1
E02001066,E02001259,3
E02001066,E02006902,100
E02001066,E02006912,61
E02001066,E02006913,6
E02001066,E02006914,19
E02001066,E02006915,0
E02001066,E02006917,26
E02001067,E02001050,0
E02001067,E02001056,5
E02001067,E02001057,5
E02001067,E02001059,24
E02001067,E02001061,35
E02001067,E02001062,46
E02001067,E02001063,8
E02001067,E02001064,49
E02001067,E02001065,8
E02001067,E02001066,46
E02001067,E02001067,28
E02001067,E02001070,12
E02001067,E02001071,10
E02001067,E02001073,0
E02001067,E02001074,3
E02001067,E02001075,12
E02001067,E02001076,4
E02001067,E02001077,0
E02001067,E02001078,6
E02001067,E02001082,5
E02001067,E02001085,4
E02001067,E02001086,0
E02001067,E02001089,3
E02001067,E02001188,4
E02001067,E02001189,4
E02001067,E02006902,3
E02001067,E02006912,38
E02001067,E02006913,2
E02001067,E02006914,11
E02001067,E02006915,1
E02001067,E02006917,4
E02001068,E02001055,0
E02001068,E02001057,5
E02001068,E02001059,5
E02001068,E02001061,0
E02001068,E02001062,43
E02001068,E02001063,44
E02001068,E02001064,6
E02001068,E02001066,34
E02001068,E02001068,20
E02001068,E02001069,24
E02001068,E02001070,11
E02001068,E02001072,3
E02001068,E02001073,11
E02001068,E02001074,7
E02001068,E02001075,5
E02001068,E02001076,11
E02001068,E02001077,4
E02001068,E02001082,5
E02001068,E02001083,8
E02001068,E02001085,6
E02001068,E02001086,4
E02001068,E02001089,0
E02001068,E02001259,10
E02001068,E02001262,5
E02001068,E02006902,48
E02001068,E02006912,38
E02001068,E02006913,5
E02001068,E02006914,16
E02001068,E02006915,0
E02001068,E02006917,21
E02001069,E02001050,0
E02001069,E02001055,0
E02001069,E02001057,6
E02001069,E02001059,7
E02001069,E02001061,2
E02001069,E02001062,77
E02001069,E02001063,38
E02001069,E02001064,6
E02001069,E02001066,36
E02001069,E02001068,12
E02001069,E02001069,27
E02001069,E02001070,16
E02001069,E02001073,9
E02001069,E02001074,6
E02001069,E02001075,7
E02001069,E02001076,15
E02001069,E02001077,5
E02001069,E02001080,6
E02001069,E02001082,14
E02001069,E02001083,13
E02001069,E02001084,5
E02001069,E02001085,5
E02001069,E02001086,5
E02001069,E02001087,5
E02001069,E02001089,13
E02001069,E02001259,15
E02001069,E02001262,7
E02001069,E02006902,96
E02001069,E02006912,74
E02001069,E02006913,0
E02001069,E02006914,28
E02001069,E02006915,1
E02001069,E02006917,31
E02001070,E02001052,1
E02001070,E02001057,7
E02001070,E02001059,6
E02001070,E02001061,5
E02001070,E02001062,52
E02001070,E02001063,27
E02001070,E02001064,12
E02001070,E02001066,37
E02001070,E02001069,13
E02001070,E02001070,33
E02001070,E02001071,6
E02001070,E02001074,4
E02001070,E02001075,6
E02001070,E02001076,12
E02001070,E02001077,6
E02001070,E02001078,3
E02001070,E02001080,6
E02001070,E02001082,6
E02001070,E02001083,5
E02001070,E02001084,5
E02001070,E02001085,3
E02001070,E02001087,10
E02001070,E02001089,15
E02001070,E02001259,6
E02001070,E02001262,6
E02001070,E02006902,82
E02001070,E02006912,51
E02001070,E02006913,0
E02001070,E02006914,24
E02001070,E02006915,0
E02001070,E02006916,NA
E02001070,E02006917,22
E02001071,E02001050,0
E02001071,E02001053,0
E02001071,E02001055,1
E02001071,E02001057,8
E02001071,E02001059,23
E02001071,E02001061,16
E02001071,E02001062,77
E02001071,E02001063,20
E02001071,E02001064,39
E02001071,E02001066,53
E02001071,E02001067,9
E02001071,E02001068,6
E02001071,E02001069,14
E02001071,E02001070,29
E02001071,E02001071,34
E02001071,E02001073,2
E02001071,E02001074,10
E02001071,E02001075,30
E02001071,E02001076,15
E02001071,E02001077,1
E02001071,E02001078,8
E02001071,E02001080,8
E02001071,E02001082,8
E02001071,E02001083,10
E02001071,E02001085,13
E02001071,E02001086,1
E02001071,E02001087,12
E02001071,E02001089,17
E02001071,E02001189,7
E02001071,E02001259,0
E02001071,E02001262,0
E02001071,E02006902,2
E02001071,E02006912,60
E02001071,E02006913,2
E02001071,E02006914,19
E02001071,E02006915,0
E02001071,E02006917,1
E02001072,E02001050,2
E02001072,E02001057,11
E02001072,E02001059,4
E02001072,E02001062,84
E02001072,E02001063,47
E02001072,E02001064,16
E02001072,E02001066,30
E02001072,E02001068,10
E02001072,E02001069,19
E02001072,E02001070,14
E02001072,E02001071,6
E02001072,E02001072,30
E02001072,E02001073,38
E02001072,E02001074,11
E02001072,E02001075,6
E02001072,E02001076,12
E02001072,E02001077,17
E02001072,E02001079,7
E02001072,E02001080,6
E02001072,E02001081,8
E02001072,E02001082,16
E02001072,E02001083,10
E02001072,E02001085,4
E02001072,E02001086,6
E02001072,E02001087,7
E02001072,E02001089,9
E02001072,E02001259,27
E02001072,E02001262,15
E02001072,E02006902,104
E02001072,E02006912,93
E02001072,E02006913,4
E02001072,E02006914,55
E02001072,E02006915,1
E02001072,E02006917,49
E02001073,E02001050,1
E02001073,E02001053,1
E02001073,E02001057,3
E02001073,E02001059,4
E02001073,E02001061,3
E02001073,E02001062,96
E02001073,E02001063,58
E02001073,E02001064,5
E02001073,E02001066,37
E02001073,E02001068,8
E02001073,E02001069,16
E02001073,E02001070,13
E02001073,E02001072,7
E02001073,E02001073,55
E02001073,E02001074,12
E02001073,E02001075,2
E02001073,E02001076,5
E02001073,E02001077,18
E02001073,E02001079,11
E02001073,E02001080,6
E02001073,E02001081,12
E02001073,E02001082,27
E02001073,E02001083,17
E02001073,E02001085,5
E02001073,E02001086,7
E02001073,E02001087,6
E02001073,E02001089,4
E02001073,E02001259,26
E02001073,E02001262,12
E02001073,E02006902,55
E02001073,E02006912,108
E02001073,E02006913,2
E02001073,E02006914,68
E02001073,E02006915,1
E02001073,E02006916,NA
E02001073,E02006917,66
E02001074,E02001050,0
E02001074,E02001055,2
E02001074,E02001057,5
E02001074,E02001059,1
E02001074,E02001061,0
E02001074,E02001062,81
E02001074,E02001063,68
E02001074,E02001064,16
E02001074,E02001066,62
E02001074,E02001067,6
E02001074,E02001068,9
E02001074,E02001069,22
E02001074,E02001070,21
E02001074,E02001071,9
E02001074,E02001072,10
E02001074,E02001073,27
E02001074,E02001074,29
E02001074,E02001075,4
E02001074,E02001076,19
E02001074,E02001077,20
E02001074,E02001078,8
E02001074,E02001079,19
E02001074,E02001080,9
E02001074,E02001081,10
E02001074,E02001082,17
E02001074,E02001083,23
E02001074,E02001084,7
E02001074,E02001085,7
E02001074,E02001086,10
E02001074,E02001087,8
E02001074,E02001089,27
E02001074,E02001259,18
E02001074,E02001262,12
E02001074,E02006902,98
E02001074,E02006912,62
E02001074,E02006913,5
E02001074,E02006914,44
E02001074,E02006915,2
E02001074,E02006917,44
E02001075,E02001050,0
E02001075,E02001052,0
E02001075,E02001055,0
E02001075,E02001057,2
E02001075,E02001059,15
E02001075,E02001061,10
E02001075,E02001062,50
E02001075,E02001063,23
E02001075,E02001064,22
E02001075,E02001066,40
E02001075,E02001067,7
E02001075,E02001069,8
E02001075,E02001070,17
E02001075,E02001071,12
E02001075,E02001075,48
E02001075,E02001076,7
E02001075,E02001077,6
E02001075,E02001078,8
E02001075,E02001080,8
E02001075,E02001082,14
E02001075,E02001083,12
E02001075,E02001085,7
E02001075,E02001087,7
E02001075,E02001089,20
E02001075,E02001189,5
E02001075,E02001259,2
E02001075,E02006902,15
E02001075,E02006912,57
E02001075,E02006913,0
E02001075,E02006914,20
E02001075,E02006915,0
E02001075,E02006917,5
E02001076,E02001059,3
E02001076,E02001062,66
E02001076,E02001063,40
E02001076,E02001064,8
E02001076,E02001066,29
E02001076,E02001069,7
E02001076,E02001070,9
E02001076,E02001071,4
E02001076,E02001073,8
E02001076,E02001074,6
E02001076,E02001075,8
E02001076,E02001076,19
E02001076,E02001077,3
E02001076,E02001079,5
E02001076,E02001080,8
E02001076,E02001082,13
E02001076,E02001083,12
E02001076,E02001084,6
E02001076,E02001086,6
E02001076,E02001087,12
E02001076,E02001089,18
E02001076,E02001262,4
E02001076,E02006902,11
E02001076,E02006912,54
E02001076,E02006913,0
E02001076,E02006914,23
E02001076,E02006917,34
E02001077,E02001050,0
E02001077,E02001052,0
E02001077,E02001055,1
E02001077,E02001057,2
E02001077,E02001059,5
E02001077,E02001062,90
E02001077,E02001063,49
E02001077,E02001064,2
E02001077,E02001066,12
E02001077,E02001068,8
E02001077,E02001069,12
E02001077,E02001070,14
E02001077,E02001072,13
E02001077,E02001073,29
E02001077,E02001074,18
E02001077,E02001076,8
E02001077,E02001077,39
E02001077,E02001079,6
E02001077,E02001080,4
E02001077,E02001081,10
E02001077,E02001082,12
E02001077,E02001083,16
E02001077,E02001086,17
E02001077,E02001087,9
E02001077,E02001089,11
E02001077,E02001259,16
E02001077,E02001262,12
E02001077,E02006902,35
E02001077,E02006912,25
E02001077,E02006913,0
E02001077,E02006914,42
E02001077,E02006915,1
E02001077,E02006917,50
E02001078,E02001050,0
E02001078,E02001055,1
E02001078,E02001059,1
E02001078,E02001061,1
E02001078,E02001062,58
E02001078,E02001063,31
E02001078,E02001064,22
E02001078,E02001066,47
E02001078,E02001067,10
E02001078,E02001068,7
E02001078,E02001069,18
E02001078,E02001070,29
E02001078,E02001071,23
E02001078,E02001072,9
E02001078,E02001073,1
E02001078,E02001074,8
E02001078,E02001075,34
E02001078,E02001076,16
E02001078,E02001078,24
E02001078,E02001079,4
E02001078,E02001080,15
E02001078,E02001082,29
E02001078,E02001083,20
E02001078,E02001084,7
E02001078,E02001085,29
E02001078,E02001086,9
E02001078,E02001087,12
E02001078,E02001089,27
E02001078,E02001188,5
E02001078,E02001189,6
E02001078,E02001259,3
E02001078,E02006902,8
E02001078,E02006912,8
E02001078,E02006913,2
E02001078,E02006914,2
E02001078,E02006915,0
E02001078,E02006917,5
E02001079,E02001059,0
E02001079,E02001061,1
E02001079,E02001062,54
E02001079,E02001063,28
E02001079,E02001064,11
E02001079,E02001066,37
E02001079,E02001069,8
E02001079,E02001070,13
E02001079,E02001071,6
E02001079,E02001073,19
E02001079,E02001074,7
E02001079,E02001076,25
E02001079,E02001077,10
E02001079,E02001079,17
E02001079,E02001080,8
E02001079,E02001081,9
E02001079,E02001082,47
E02001079,E02001083,20
E02001079,E02001084,7
E02001079,E02001086,6
E02001079,E02001087,11
E02001079,E02001089,24
E02001079,E02001259,6
E02001079,E02001262,7
E02001079,E02006902,6
E02001079,E02006912,40
E02001079,E02006914,19
E02001079,E02006915,0
E02001079,E02006917,29
E02001080,E02001055,0
E02001080,E02001059,0
E02001080,E02001061,0
E02001080,E02001062,60
E02001080,E02001063,32
E02001080,E02001064,8
E02001080,E02001066,30
E02001080,E02001069,8
E02001080,E02001070,16
E02001080,E02001073,7
E02001080,E02001074,5
E02001080,E02001076,29
E02001080,E02001078,4
E02001080,E02001079,8
E02001080,E02001080,19
E02001080,E02001082,11
E02001080,E02001083,15
E02001080,E02001084,10
E02001080,E02001085,10
E02001080,E02001086,10
E02001080,E02001087,16
E02001080,E02001089,38
E02001080,E02001259,7
E02001080,E02006902,13
E02001080,E02006912,63
E02001080,E02006913,1
E02001080,E02006914,24
E02001080,E02006917,42
E02001081,E02001062,19
E02001081,E02001063,36
E02001081,E02001064,0
E02001081,E02001066,7
E02001081,E02001068,5
E02001081,E02001070,16
E02001081,E02001073,29
E02001081,E02001074,11
E02001081,E02001077,12
E02001081,E02001081,26
E02001081,E02001082,17
E02001081,E02001083,15
E02001081,E02001086,19
E02001081,E02001087,6
E02001081,E02001089,13
E02001081,E02001259,17
E02001081,E02001262,9
E02001081,E02006902,29
E02001081,E02006912,16
E02001081,E02006914,25
E02001081,E02006916,NA
E02001081,E02006917,55
E02001082,E02001050,1
E02001082,E02001059,1
E02001082,E02001062,78
E02001082,E02001063,36
E02001082,E02001064,9
E02001082,E02001066,34
E02001082,E02001069,7
E02001082,E02001070,11
E02001082,E02001073,9
E02001082,E02001074,5
E02001082,E02001076,9
E02001082,E02001077,6
E02001082,E02001079,8
E02001082,E02001080,4
E02001082,E02001082,30
E02001082,E02001083,18
E02001082,E02001084,8
E02001082,E02001086,11
E02001082,E02001087,21
E02001082,E02001089,25
E02001082,E02001259,9
E02001082,E02001262,11
E02001082,E02006902,24
E02001082,E02006912,20
E02001082,E02006913,1
E02001082,E02006914,32
E02001082,E02006915,1
E02001082,E02006917,11
E02001083,E02001050,1
E02001083,E02001052,1
E02001083,E02001059,1
E02001083,E02001062,25
E02001083,E02001063,42
E02001083,E02001064,2
E02001083,E02001066,52
E02001083,E02001069,6
E02001083,E02001070,14
E02001083,E02001072,6
E02001083,E02001073,16
E02001083,E02001074,7
E02001083,E02001076,7
E02001083,E02001077,9
E02001083,E02001079,10
E02001083,E02001080,6
E02001083,E02001081,8
E02001083,E02001082,19
E02001083,E02001083,46
E02001083,E02001085,6
E02001083,E02001086,9
E02001083,E02001087,20
E02001083,E02001089,33
E02001083,E02001259,13
E02001083,E02001262,14
E02001083,E02006902,15
E02001083,E02006912,23
E02001083,E02006913,0
E02001083,E02006914,11
E02001083,E02006915,1
E02001083,E02006916,NA
E02001083,E02006917,5
E02001084,E02001050,1
E02001084,E02001055,1
E02001084,E02001059,0
E02001084,E02001062,75
E02001084,E02001063,44
E02001084,E02001064,12
E02001084,E02001066,37
E02001084,E02001069,15
E02001084,E02001070,12
E02001084,E02001073,10
E02001084,E02001075,9
E02001084,E02001076,11
E02001084,E02001077,7
E02001084,E02001078,4
E02001084,E02001079,9
E02001084,E02001080,11
E02001084,E02001082,29
E02001084,E02001083,18
E02001084,E02001084,24
E02001084,E02001085,11
E02001084,E02001086,7
E02001084,E02001087,30
E02001084,E02001089,37
E02001084,E02001259,10
E02001084,E02006902,23
E02001084,E02006912,22
E02001084,E02006913,0
E02001084,E02006914,30
E02001084,E02006917,13
E02001085,E02001055,0
E02001085,E02001059,2
E02001085,E02001061,1
E02001085,E02001062,36
E02001085,E02001063,14
E02001085,E02001064,16
E02001085,E02001066,28
E02001085,E02001069,4
E02001085,E02001070,20
E02001085,E02001073,9
E02001085,E02001074,6
E02001085,E02001075,10
E02001085,E02001076,9
E02001085,E02001077,4
E02001085,E02001078,14
E02001085,E02001080,6
