Area of residence,Area of workplace,potential_demand
E02001041,E02001041,84
E02001041,E02001042,93
E02001041,E02001043,19
E02001041,E02001044,42
E02001041,E02001045,8
E02001041,E02001048,8
E02001041,E02001050,16
E02001041,E02001052,16
E02001041,E02001055,4
E02001041,E02001057,3
E02001041,E02001059,3
E02001041,E02001062,14
E02001041,E02001063,4
E02001041,E02001066,4
E02001041,E02001259,3
E02001041,E02006902,79
E02001041,E02006912,37
E02001041,E02006913,18
E02001041,E02006914,7
E02001041,E02006915,14
E02001041,E02006917,17
E02001042,E02001041,32
E02001042,E02001042,73
E02001042,E02001043,18
E02001042,E02001044,25
E02001042,E02001045,8
E02001042,E02001050,14
E02001042,E02001052,25
E02001042,E02001059,4
E02001042,E02001062,5
E02001042,E02001063,4
E02001042,E02001066,6
E02001042,E02001259,5
E02001042,E02006902,55
E02001042,E02006912,27
E02001042,E02006913,23
E02001042,E02006914,8
E02001042,E02006915,12
E02001042,E02006917,23
E02001043,E02001041,21
E02001043,E02001042,65
E02001043,E02001043,57
E02001043,E02001044,17
E02001043,E02001050,11
E02001043,E02001052,13
E02001043,E02001062,8
E02001043,E02001066,4
E02001043,E02001259,4
E02001043,E02006902,49
E02001043,E02006912,27
E02001043,E02006913,17
E02001043,E02006914,14
E02001043,E02006915,9
E02001043,E02006917,19
E02001044,E02001041,46
E02001044,E02001042,61
E02001044,E02001043,11
E02001044,E02001044,121
E02001044,E02001045,12
E02001044,E02001048,19
E02001044,E02001050,27
E02001044,E02001052,65
E02001044,E02001055,4
E02001044,E02001059,4
E02001044,E02001062,9
E02001044,E02001063,4
E02001044,E02001066,5
E02001044,E02001259,3
E02001044,E02006902,65
E02001044,E02006912,31
E02001044,E02006913,22
E02001044,E02006914,10
E02001044,E02006915,27
E02001044,E02006917,25
E02001045,E02001045,136
E02001045,E02001046,40
E02001045,E02001047,12
E02001045,E02001048,28
E02001045,E02001050,78
E02001045,E02001051,10
E02001045,E02001052,28
E02001045,E02001053,14
E02001045,E02001055,20
E02001045,E02001057,5
E02001045,E02001059,16
E02001045,E02001062,15
E02001045,E02001063,4
E02001045,E02001064,6
E02001045,E02001066,5
E02001045,E02001259,2
E02001045,E02006902,71
E02001045,E02006912,30
E02001045,E02006913,24
E02001045,E02006914,7
E02001045,E02006915,12
E02001045,E02006917,17
E02001046,E02001042,5
E02001046,E02001045,79
E02001046,E02001046,81
E02001046,E02001047,40
E02001046,E02001048,9
E02001046,E02001049,6
E02001046,E02001050,140
E02001046,E02001051,23
E02001046,E02001052,42
E02001046,E02001053,18
E02001046,E02001055,19
E02001046,E02001056,6
E02001046,E02001057,9
E02001046,E02001059,23
E02001046,E02001061,6
E02001046,E02001062,18
E02001046,E02001063,3
E02001046,E02001064,6
E02001046,E02001066,9
E02001046,E02001070,4
E02001046,E02001262,3
E02001046,E02006902,99
E02001046,E02006912,58
E02001046,E02006913,51
E02001046,E02006914,10
E02001046,E02006915,20
E02001046,E02006917,32
E02001047,E02001045,26
E02001047,E02001046,36
E02001047,E02001047,103
E02001047,E02001049,37
E02001047,E02001050,80
E02001047,E02001051,49
E02001047,E02001052,25
E02001047,E02001053,13
E02001047,E02001055,32
E02001047,E02001057,11
E02001047,E02001059,27
E02001047,E02001061,10
E02001047,E02001062,19
E02001047,E02001063,5
E02001047,E02001064,10
E02001047,E02001066,10
E02001047,E02001070,4
E02001047,E02001259,6
E02001047,E02006902,94
E02001047,E02006912,46
E02001047,E02006913,29
E02001047,E02006914,11
E02001047,E02006915,11
E02001047,E02006917,25
E02001048,E02001041,9
E02001048,E02001042,9
E02001048,E02001044,20
E02001048,E02001045,25
E02001048,E02001046,25
E02001048,E02001047,7
E02001048,E02001048,34
E02001048,E02001050,114
E02001048,E02001052,133
E02001048,E02001053,6
E02001048,E02001055,13
E02001048,E02001057,6
E02001048,E02001059,10
E02001048,E02001062,21
E02001048,E02001063,4
E02001048,E02001064,3
E02001048,E02001066,7
E02001048,E02001068,4
E02001048,E02001070,2
E02001048,E02001073,3
E02001048,E02001089,2
E02001048,E02001259,4
E02001048,E02001262,2
E02001048,E02006902,84
E02001048,E02006912,59
E02001048,E02006913,54
E02001048,E02006914,9
E02001048,E02006915,56
E02001048,E02006917,24
E02001049,E02001045,5
E02001049,E02001046,12
E02001049,E02001047,50
E02001049,E02001049,81
E02001049,E02001050,57
E02001049,E02001051,38
E02001049,E02001052,13
E02001049,E02001053,22
E02001049,E02001055,86
E02001049,E02001056,11
E02001049,E02001057,11
E02001049,E02001059,29
E02001049,E02001061,9
E02001049,E02001062,23
E02001049,E02001063,9
E02001049,E02001064,8
E02001049,E02001066,12
E02001049,E02001067,2
E02001049,E02001070,3
E02001049,E02001073,5
E02001049,E02001259,5
E02001049,E02006902,84
E02001049,E02006912,43
E02001049,E02006913,31
E02001049,E02006914,13
E02001049,E02006915,8
E02001049,E02006917,23
E02001050,E02001045,8
E02001050,E02001046,21
E02001050,E02001047,6
E02001050,E02001048,8
E02001050,E02001049,10
E02001050,E02001050,153
E02001050,E02001051,25
E02001050,E02001052,61
E02001050,E02001053,25
E02001050,E02001055,19
E02001050,E02001057,8
E02001050,E02001059,15
E02001050,E02001061,7
E02001050,E02001062,22
E02001050,E02001063,4
E02001050,E02001064,6
E02001050,E02001066,13
E02001050,E02001070,4
E02001050,E02001259,6
E02001050,E02006902,126
E02001050,E02006912,68
E02001050,E02006913,38
E02001050,E02006914,7
E02001050,E02006915,16
E02001050,E02006917,29
E02001051,E02001046,18
E02001051,E02001047,28
E02001051,E02001049,36
E02001051,E02001050,125
E02001051,E02001051,115
E02001051,E02001052,22
E02001051,E02001053,31
E02001051,E02001055,73
E02001051,E02001057,16
E02001051,E02001059,26
E02001051,E02001061,10
E02001051,E02001062,22
E02001051,E02001063,6
E02001051,E02001064,6
E02001051,E02001065,3
E02001051,E02001066,10
E02001051,E02001070,5
E02001051,E02001082,2
E02001051,E02001259,2
E02001051,E02006902,116
E02001051,E02006912,63
E02001051,E02006913,42
E02001051,E02006914,15
E02001051,E02006915,15
E02001051,E02006917,21
E02001052,E02001044,11
E02001052,E02001046,6
E02001052,E02001048,10
E02001052,E02001050,54
E02001052,E02001051,6
E02001052,E02001052,224
E02001052,E02001053,10
E02001052,E02001055,8
E02001052,E02001057,14
E02001052,E02001059,13
E02001052,E02001061,5
E02001052,E02001062,33
E02001052,E02001063,5
E02001052,E02001064,8
E02001052,E02001066,7
E02001052,E02001068,3
E02001052,E02001070,5
E02001052,E02001071,4
E02001052,E02001072,3
E02001052,E02001073,6
E02001052,E02001082,4
E02001052,E02001083,2
E02001052,E02001089,3
E02001052,E02001259,5
E02001052,E02001262,3
E02001052,E02006902,157
E02001052,E02006912,90
E02001052,E02006913,126
E02001052,E02006914,16
E02001052,E02006915,139
E02001052,E02006917,35
E02001053,E02001046,15
E02001053,E02001047,12
E02001053,E02001049,9
E02001053,E02001050,117
E02001053,E02001051,51
E02001053,E02001052,22
E02001053,E02001053,83
E02001053,E02001055,62
E02001053,E02001057,20
E02001053,E02001059,34
E02001053,E02001061,11
E02001053,E02001062,22
E02001053,E02001063,9
E02001053,E02001064,16
E02001053,E02001066,11
E02001053,E02001070,6
E02001053,E02001089,2
E02001053,E02001259,8
E02001053,E02006902,129
E02001053,E02006912,65
E02001053,E02006913,52
E02001053,E02006914,18
E02001053,E02006915,17
E02001053,E02006917,27
E02001055,E02001049,12
E02001055,E02001050,33
E02001055,E02001051,11
E02001055,E02001052,7
E02001055,E02001053,19
E02001055,E02001055,211
E02001055,E02001056,35
E02001055,E02001057,14
E02001055,E02001059,49
E02001055,E02001061,12
E02001055,E02001062,29
E02001055,E02001063,9
E02001055,E02001064,14
E02001055,E02001066,20
E02001055,E02001070,5
E02001055,E02001259,5
E02001055,E02006902,105
E02001055,E02006912,56
E02001055,E02006913,14
E02001055,E02006914,11
E02001055,E02006915,8
E02001055,E02006917,25
E02001056,E02001049,6
E02001056,E02001050,8
E02001056,E02001052,6
E02001056,E02001053,5
E02001056,E02001055,86
E02001056,E02001056,78
E02001056,E02001057,19
E02001056,E02001059,124
E02001056,E02001061,31
E02001056,E02001062,35
E02001056,E02001063,4
E02001056,E02001064,20
E02001056,E02001066,18
E02001056,E02001070,4
E02001056,E02001083,2
E02001056,E02001259,6
E02001056,E02006902,75
E02001056,E02006912,41
E02001056,E02006913,8
E02001056,E02006914,6
E02001056,E02006915,4
E02001056,E02006917,14
E02001057,E02001050,19
E02001057,E02001052,10
E02001057,E02001055,32
E02001057,E02001056,17
E02001057,E02001057,95
E02001057,E02001059,57
E02001057,E02001061,11
E02001057,E02001062,84
E02001057,E02001063,14
E02001057,E02001064,10
E02001057,E02001066,38
E02001057,E02001070,10
E02001057,E02001077,4
E02001057,E02001082,4
E02001057,E02001083,5
E02001057,E02001089,4
E02001057,E02001259,8
E02001057,E02001262,4
E02001057,E02006902,466
E02001057,E02006912,337
E02001057,E02006913,27
E02001057,E02006914,76
E02001057,E02006915,10
E02001057,E02006917,111
E02001059,E02001046,7
E02001059,E02001050,10
E02001059,E02001051,5
E02001059,E02001052,7
E02001059,E02001055,36
E02001059,E02001056,38
E02001059,E02001057,30
E02001059,E02001059,237
E02001059,E02001061,68
E02001059,E02001062,56
E02001059,E02001063,17
E02001059,E02001064,35
E02001059,E02001065,15
E02001059,E02001066,33
E02001059,E02001067,7
E02001059,E02001070,7
E02001059,E02001076,4
E02001059,E02001083,5
E02001059,E02001089,6
E02001059,E02001259,7
E02001059,E02001262,3
E02001059,E02006902,147
E02001059,E02006912,131
E02001059,E02006913,18
E02001059,E02006914,25
E02001059,E02006915,10
E02001059,E02006917,52
E02001061,E02001050,6
E02001061,E02001055,11
E02001061,E02001056,17
E02001061,E02001057,13
E02001061,E02001059,118
E02001061,E02001061,133
E02001061,E02001062,46
E02001061,E02001063,16
E02001061,E02001064,56
E02001061,E02001065,19
E02001061,E02001066,40
E02001061,E02001067,19
E02001061,E02001070,4
E02001061,E02001071,11
E02001061,E02001073,3
E02001061,E02001075,7
E02001061,E02001082,3
E02001061,E02001083,3
E02001061,E02001085,5
E02001061,E02001189,8
E02001061,E02001242,12
E02001061,E02001247,8
E02001061,E02001259,7
E02001061,E02001262,3
E02001061,E02006902,73
E02001061,E02006912,51
E02001061,E02006913,6
E02001061,E02006914,13
E02001061,E02006915,5
E02001061,E02006917,17
E02001062,E02001057,10
E02001062,E02001059,15
E02001062,E02001061,10
E02001062,E02001062,233
E02001062,E02001063,48
E02001062,E02001064,42
E02001062,E02001066,163
E02001062,E02001069,9
E02001062,E02001070,17
E02001062,E02001071,8
E02001062,E02001073,5
E02001062,E02001076,8
E02001062,E02001080,5
E02001062,E02001083,6
E02001062,E02001086,3
E02001062,E02001089,10
E02001062,E02001188,4
E02001062,E02001259,8
E02001062,E02001262,4
E02001062,E02006902,123
E02001062,E02006912,131
E02001062,E02006913,10
E02001062,E02006914,37
E02001062,E02006915,5
E02001062,E02006917,43
E02001063,E02001050,4
E02001063,E02001055,6
E02001063,E02001057,12
E02001063,E02001059,11
E02001063,E02001061,4
E02001063,E02001062,223
E02001063,E02001063,162
E02001063,E02001064,9
E02001063,E02001066,49
E02001063,E02001068,11
E02001063,E02001069,21
E02001063,E02001070,12
E02001063,E02001073,13
E02001063,E02001074,6
E02001063,E02001076,12
E02001063,E02001082,9
E02001063,E02001083,7
E02001063,E02001087,5
E02001063,E02001089,6
E02001063,E02001259,27
E02001063,E02001262,10
E02001063,E02006902,290
E02001063,E02006912,171
E02001063,E02006914,108
E02001063,E02006915,6
E02001063,E02006916,NA
E02001063,E02006917,122
E02001064,E02001052,3
E02001064,E02001055,9
E02001064,E02001057,16
E02001064,E02001059,38
E02001064,E02001061,27
E02001064,E02001062,95
E02001064,E02001063,16
E02001064,E02001064,123
E02001064,E02001065,8
E02001064,E02001066,81
E02001064,E02001067,16
E02001064,E02001068,6
E02001064,E02001069,7
E02001064,E02001070,18
E02001064,E02001071,31
E02001064,E02001073,5
E02001064,E02001075,23
E02001064,E02001076,9
E02001064,E02001078,6
E02001064,E02001082,9
E02001064,E02001085,7
E02001064,E02001089,5
E02001064,E02001189,4
E02001064,E02001259,14
E02001064,E02006902,74
E02001064,E02006912,55
E02001064,E02006913,8
E02001064,E02006914,16
E02001064,E02006915,6
E02001064,E02006917,25
E02001065,E02001050,3
E02001065,E02001052,4
E02001065,E02001055,12
E02001065,E02001056,5
E02001065,E02001057,8
E02001065,E02001059,68
E02001065,E02001061,125
E02001065,E02001062,50
E02001065,E02001063,14
E02001065,E02001064,85
E02001065,E02001065,76
E02001065,E02001066,37
E02001065,E02001067,30
E02001065,E02001069,4
E02001065,E02001070,15
E02001065,E02001071,12
E02001065,E02001073,4
E02001065,E02001074,4
E02001065,E02001075,13
E02001065,E02001078,7
E02001065,E02001082,9
E02001065,E02001083,4
E02001065,E02001086,3
E02001065,E02001089,6
E02001065,E02001188,13
E02001065,E02001189,13
E02001065,E02001247,6
E02001065,E02001259,11
E02001065,E02006902,58
E02001065,E02006912,47
E02001065,E02006913,4
E02001065,E02006914,16
E02001065,E02006915,3
E02001065,E02006917,25
E02001066,E02001050,3
E02001066,E02001057,8
E02001066,E02001059,16
E02001066,E02001061,7
E02001066,E02001062,209
E02001066,E02001063,78
