Area of residence,Area of workplace,potential_demand
E02001332,E02001332,12
E02001332,E02001334,3
E02001332,E02001336,3
E02001332,E02001337,2
E02001332,E02001338,4
E02001332,E02001341,9
E02001332,E02001342,12
E02001332,E02001343,3
E02001332,E02001346,2
E02001332,E02001347,1
E02001332,E02001350,5
E02001332,E02001354,2
E02001332,E02001359,2
E02001332,E02001360,1
E02001332,E02001363,2
E02001332,E02001366,2
E02001332,E02001367,4
E02001332,E02001368,1
E02001332,E02001370,2
E02001332,E02001371,2
E02001332,E02001372,12
E02001332,E02001373,4
E02001332,E02001374,2
E02001332,E02001375,3
E02001332,E02001377,3
E02001332,E02001393,1
E02001332,E02001396,1
E02001332,E02001401,2
E02001332,E02001405,1
E02001332,E02006932,10
E02001332,E02006933,5
E02001332,E02006934,7
E02001334,E02001332,3
E02001334,E02001334,4
E02001334,E02001336,2
E02001334,E02001337,2
E02001334,E02001338,2
E02001334,E02001340,2
E02001334,E02001341,14
E02001334,E02001342,10
E02001334,E02001343,7
E02001334,E02001347,1
E02001334,E02001350,6
E02001334,E02001363,1
E02001334,E02001371,2
E02001334,E02001372,11
E02001334,E02001373,2
E02001334,E02001374,3
E02001334,E02001375,2
E02001334,E02001377,3
E02001334,E02001394,1
E02001334,E02001401,1
E02001334,E02006932,7
E02001334,E02006933,3
E02001334,E02006934,4
E02001336,E02001332,1
E02001336,E02001334,2
E02001336,E02001336,6
E02001336,E02001337,2
E02001336,E02001338,3
E02001336,E02001341,14
E02001336,E02001342,9
E02001336,E02001343,4
E02001336,E02001346,5
E02001336,E02001350,2
E02001336,E02001360,1
E02001336,E02001367,2
E02001336,E02001368,1
E02001336,E02001372,6
E02001336,E02001373,3
E02001336,E02001374,2
E02001336,E02001377,3
E02001336,E02001383,2
E02001336,E02001401,7
E02001336,E02006932,5
E02001336,E02006933,3
E02001336,E02006934,6
E02001337,E02001332,2
E02001337,E02001334,3
E02001337,E02001336,4
E02001337,E02001337,8
E02001337,E02001338,2
E02001337,E02001340,1
E02001337,E02001341,18
E02001337,E02001342,18
E02001337,E02001343,12
E02001337,E02001346,2
E02001337,E02001347,1
E02001337,E02001350,2
E02001337,E02001354,2
E02001337,E02001368,1
E02001337,E02001372,7
E02001337,E02001373,2
E02001337,E02001374,3
E02001337,E02001377,4
E02001337,E02001383,1
E02001337,E02001393,2
E02001337,E02001401,3
E02001337,E02006932,6
E02001337,E02006933,4
E02001337,E02006934,7
E02001338,E02001332,3
E02001338,E02001334,3
E02001338,E02001336,2
E02001338,E02001337,4
E02001338,E02001338,6
E02001338,E02001340,3
E02001338,E02001341,16
E02001338,E02001342,15
E02001338,E02001343,6
E02001338,E02001346,4
E02001338,E02001347,2
E02001338,E02001348,1
E02001338,E02001350,2
E02001338,E02001351,2
E02001338,E02001360,1
E02001338,E02001366,2
E02001338,E02001367,3
E02001338,E02001368,1
E02001338,E02001369,1
E02001338,E02001371,1
E02001338,E02001372,15
E02001338,E02001373,4
E02001338,E02001374,4
E02001338,E02001377,5
E02001338,E02001383,2
E02001338,E02001386,3
E02001338,E02001393,3
E02001338,E02001401,2
E02001338,E02006932,10
E02001338,E02006933,7
E02001338,E02006934,7
E02001340,E02001334,3
E02001340,E02001336,2
E02001340,E02001337,4
E02001340,E02001338,3
E02001340,E02001340,11
E02001340,E02001341,22
E02001340,E02001342,15
E02001340,E02001343,6
E02001340,E02001346,6
E02001340,E02001347,2
E02001340,E02001348,1
E02001340,E02001350,1
E02001340,E02001351,2
E02001340,E02001354,2
E02001340,E02001358,1
E02001340,E02001360,4
E02001340,E02001366,6
E02001340,E02001367,4
E02001340,E02001368,3
E02001340,E02001369,3
E02001340,E02001370,3
E02001340,E02001371,2
E02001340,E02001372,25
E02001340,E02001373,11
E02001340,E02001374,9
E02001340,E02001375,4
E02001340,E02001377,18
E02001340,E02001378,3
E02001340,E02001380,2
E02001340,E02001381,4
E02001340,E02001382,1
E02001340,E02001383,2
E02001340,E02001384,3
E02001340,E02001386,5
E02001340,E02001387,2
E02001340,E02001388,3
E02001340,E02001390,4
E02001340,E02001393,7
E02001340,E02001394,3
E02001340,E02001396,4
E02001340,E02001397,3
E02001340,E02001400,2
E02001340,E02001401,5
E02001340,E02001403,1
E02001340,E02006932,19
E02001340,E02006933,17
E02001340,E02006934,20
E02001341,E02001334,2
E02001341,E02001337,3
E02001341,E02001338,4
E02001341,E02001340,2
E02001341,E02001341,23
E02001341,E02001342,16
E02001341,E02001343,17
E02001341,E02001346,5
E02001341,E02001350,1
E02001341,E02001368,1
E02001341,E02001370,1
E02001341,E02001372,7
E02001341,E02001373,2
E02001341,E02001374,2
E02001341,E02001377,3
E02001341,E02001378,1
E02001341,E02001386,2
E02001341,E02001393,3
E02001341,E02001401,3
E02001341,E02006932,9
E02001341,E02006933,8
E02001341,E02006934,5
E02001342,E02001334,4
E02001342,E02001336,3
E02001342,E02001337,4
E02001342,E02001338,3
E02001342,E02001340,4
E02001342,E02001341,18
E02001342,E02001342,16
E02001342,E02001343,13
E02001342,E02001346,7
E02001342,E02001347,2
E02001342,E02001351,2
E02001342,E02001360,1
E02001342,E02001366,3
E02001342,E02001367,2
E02001342,E02001368,1
E02001342,E02001369,1
E02001342,E02001370,1
E02001342,E02001371,2
E02001342,E02001372,13
E02001342,E02001373,5
E02001342,E02001374,4
E02001342,E02001377,7
E02001342,E02001378,2
E02001342,E02001380,2
E02001342,E02001381,2
E02001342,E02001383,1
